jours,date,ymin,ymean,ymax,candidat,nom,nom_abbr,parti,nuance,order
28,2021-09-30,7.00386100057503,8.881125220363405,10.758389440151781,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
28,2021-09-30,7.00386100057503,8.881125220363405,10.758389440151781,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
28,2021-09-30,7.00386100057503,8.881125220363405,10.758389440151781,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
28,2021-09-30,7.00386100057503,8.881125220363405,10.758389440151781,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
28,2021-09-30,7.00386100057503,8.881125220363405,10.758389440151781,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
28,2021-09-30,7.00386100057503,8.881125220363405,10.758389440151781,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
29,2021-10-01,7.0008746758876175,8.855674405771238,10.710474135654858,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
29,2021-10-01,7.0008746758876175,8.855674405771238,10.710474135654858,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
29,2021-10-01,7.0008746758876175,8.855674405771238,10.710474135654858,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
29,2021-10-01,7.0008746758876175,8.855674405771238,10.710474135654858,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
29,2021-10-01,7.0008746758876175,8.855674405771238,10.710474135654858,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
29,2021-10-01,7.0008746758876175,8.855674405771238,10.710474135654858,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
29,2021-10-01,7.0008746758876175,8.855674405771238,10.710474135654858,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
32,2021-10-04,6.988245739015558,8.757978361458822,10.527710983902072,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
32,2021-10-04,6.988245739015558,8.757978361458822,10.527710983902072,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
32,2021-10-04,6.988245739015558,8.757978361458822,10.527710983902072,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
34,2021-10-06,6.996341928983153,8.714709342523212,10.433076756063254,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
34,2021-10-06,6.996341928983153,8.714709342523212,10.433076756063254,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
34,2021-10-06,6.996341928983153,8.714709342523212,10.433076756063254,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
34,2021-10-06,6.996341928983153,8.714709342523212,10.433076756063254,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
34,2021-10-06,6.996341928983153,8.714709342523212,10.433076756063254,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
34,2021-10-06,6.996341928983153,8.714709342523212,10.433076756063254,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
34,2021-10-06,6.996341928983153,8.714709342523212,10.433076756063254,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
34,2021-10-06,6.996341928983153,8.714709342523212,10.433076756063254,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
39,2021-10-11,7.136685975254746,8.731691409807077,10.326696844359411,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
39,2021-10-11,7.136685975254746,8.731691409807077,10.326696844359411,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
39,2021-10-11,7.136685975254746,8.731691409807077,10.326696844359411,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
39,2021-10-11,7.136685975254746,8.731691409807077,10.326696844359411,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
39,2021-10-11,7.136685975254746,8.731691409807077,10.326696844359411,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
39,2021-10-11,7.136685975254746,8.731691409807077,10.326696844359411,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
39,2021-10-11,7.136685975254746,8.731691409807077,10.326696844359411,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
39,2021-10-11,7.136685975254746,8.731691409807077,10.326696844359411,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
39,2021-10-11,7.136685975254746,8.731691409807077,10.326696844359411,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
39,2021-10-11,7.136685975254746,8.731691409807077,10.326696844359411,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
39,2021-10-11,7.136685975254746,8.731691409807077,10.326696844359411,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
39,2021-10-11,7.136685975254746,8.731691409807077,10.326696844359411,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
39,2021-10-11,7.136685975254746,8.731691409807077,10.326696844359411,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
39,2021-10-11,7.136685975254746,8.731691409807077,10.326696844359411,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
39,2021-10-11,7.136685975254746,8.731691409807077,10.326696844359411,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
41,2021-10-13,7.22324536416934,8.759304768956822,10.295364173744318,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
41,2021-10-13,7.22324536416934,8.759304768956822,10.295364173744318,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
41,2021-10-13,7.22324536416934,8.759304768956822,10.295364173744318,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
41,2021-10-13,7.22324536416934,8.759304768956822,10.295364173744318,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
41,2021-10-13,7.22324536416934,8.759304768956822,10.295364173744318,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
41,2021-10-13,7.22324536416934,8.759304768956822,10.295364173744318,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
41,2021-10-13,7.22324536416934,8.759304768956822,10.295364173744318,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
41,2021-10-13,7.22324536416934,8.759304768956822,10.295364173744318,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
41,2021-10-13,7.22324536416934,8.759304768956822,10.295364173744318,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
46,2021-10-18,7.282886484567552,8.762444107890893,10.242001731214247,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
46,2021-10-18,7.282886484567552,8.762444107890893,10.242001731214247,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
46,2021-10-18,7.282886484567552,8.762444107890893,10.242001731214247,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
48,2021-10-20,7.295814604282078,8.764742998335445,10.23367139238882,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
48,2021-10-20,7.295814604282078,8.764742998335445,10.23367139238882,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
48,2021-10-20,7.295814604282078,8.764742998335445,10.23367139238882,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
48,2021-10-20,7.295814604282078,8.764742998335445,10.23367139238882,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
53,2021-10-25,7.309928579349075,8.772792040119434,10.235655500889795,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
53,2021-10-25,7.309928579349075,8.772792040119434,10.235655500889795,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
53,2021-10-25,7.309928579349075,8.772792040119434,10.235655500889795,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
55,2021-10-27,7.311025988755921,8.776840561650666,10.24265513454541,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
55,2021-10-27,7.311025988755921,8.776840561650666,10.24265513454541,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
55,2021-10-27,7.311025988755921,8.776840561650666,10.24265513454541,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
58,2021-10-30,7.3110542296636,8.783692145000451,10.256330060337302,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
58,2021-10-30,7.3110542296636,8.783692145000451,10.256330060337302,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
58,2021-10-30,7.3110542296636,8.783692145000451,10.256330060337302,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
64,2021-11-05,7.277122510111007,8.785905927923274,10.294689345735534,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
64,2021-11-05,7.277122510111007,8.785905927923274,10.294689345735534,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
64,2021-11-05,7.277122510111007,8.785905927923274,10.294689345735534,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
64,2021-11-05,7.277122510111007,8.785905927923274,10.294689345735534,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
64,2021-11-05,7.277122510111007,8.785905927923274,10.294689345735534,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
67,2021-11-08,7.261597902685055,8.797343623463084,10.333089344241102,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
67,2021-11-08,7.261597902685055,8.797343623463084,10.333089344241102,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
67,2021-11-08,7.261597902685055,8.797343623463084,10.333089344241102,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
67,2021-11-08,7.261597902685055,8.797343623463084,10.333089344241102,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
67,2021-11-08,7.261597902685055,8.797343623463084,10.333089344241102,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
67,2021-11-08,7.261597902685055,8.797343623463084,10.333089344241102,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
70,2021-11-11,7.270981816694182,8.833090364206583,10.395198911718973,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
70,2021-11-11,7.270981816694182,8.833090364206583,10.395198911718973,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
70,2021-11-11,7.270981816694182,8.833090364206583,10.395198911718973,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
70,2021-11-11,7.270981816694182,8.833090364206583,10.395198911718973,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
70,2021-11-11,7.270981816694182,8.833090364206583,10.395198911718973,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
74,2021-11-15,7.311117486554681,8.910395257586027,10.509673028617357,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
74,2021-11-15,7.311117486554681,8.910395257586027,10.509673028617357,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
74,2021-11-15,7.311117486554681,8.910395257586027,10.509673028617357,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
74,2021-11-15,7.311117486554681,8.910395257586027,10.509673028617357,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
74,2021-11-15,7.311117486554681,8.910395257586027,10.509673028617357,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
74,2021-11-15,7.311117486554681,8.910395257586027,10.509673028617357,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
74,2021-11-15,7.311117486554681,8.910395257586027,10.509673028617357,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
74,2021-11-15,7.311117486554681,8.910395257586027,10.509673028617357,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
74,2021-11-15,7.311117486554681,8.910395257586027,10.509673028617357,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
76,2021-11-17,7.3388016262370535,8.958589008480024,10.578376390722978,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
76,2021-11-17,7.3388016262370535,8.958589008480024,10.578376390722978,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
76,2021-11-17,7.3388016262370535,8.958589008480024,10.578376390722978,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
76,2021-11-17,7.3388016262370535,8.958589008480024,10.578376390722978,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
81,2021-11-22,7.445589114448791,9.118390501956414,10.79119188946404,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
81,2021-11-22,7.445589114448791,9.118390501956414,10.79119188946404,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
81,2021-11-22,7.445589114448791,9.118390501956414,10.79119188946404,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
81,2021-11-22,7.445589114448791,9.118390501956414,10.79119188946404,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
81,2021-11-22,7.445589114448791,9.118390501956414,10.79119188946404,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
83,2021-11-24,7.497614063561494,9.193927983005217,10.890241902448947,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
83,2021-11-24,7.497614063561494,9.193927983005217,10.890241902448947,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
83,2021-11-24,7.497614063561494,9.193927983005217,10.890241902448947,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
83,2021-11-24,7.497614063561494,9.193927983005217,10.890241902448947,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
83,2021-11-24,7.497614063561494,9.193927983005217,10.890241902448947,Jean-Luc Mélenchon,Mélenchon,J-L. Mélenchon,La France insoumise,EXGA,20
0,2021-09-02,19.99644509070997,23.052297156611534,26.10814922251311,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
0,2021-09-02,19.99644509070997,23.052297156611534,26.10814922251311,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
0,2021-09-02,19.99644509070997,23.052297156611534,26.10814922251311,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
0,2021-09-02,19.99644509070997,23.052297156611534,26.10814922251311,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
0,2021-09-02,19.99644509070997,23.052297156611534,26.10814922251311,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
0,2021-09-02,19.99644509070997,23.052297156611534,26.10814922251311,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
0,2021-09-02,19.99644509070997,23.052297156611534,26.10814922251311,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
0,2021-09-02,19.99644509070997,23.052297156611534,26.10814922251311,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
1,2021-09-03,19.89719870552157,22.955736347044784,26.014273988568018,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
1,2021-09-03,19.89719870552157,22.955736347044784,26.014273988568018,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
1,2021-09-03,19.89719870552157,22.955736347044784,26.014273988568018,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
1,2021-09-03,19.89719870552157,22.955736347044784,26.014273988568018,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
1,2021-09-03,19.89719870552157,22.955736347044784,26.014273988568018,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
1,2021-09-03,19.89719870552157,22.955736347044784,26.014273988568018,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
4,2021-09-06,19.606859945710116,22.666234465881505,25.72560898605294,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
4,2021-09-06,19.606859945710116,22.666234465881505,25.72560898605294,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
4,2021-09-06,19.606859945710116,22.666234465881505,25.72560898605294,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
4,2021-09-06,19.606859945710116,22.666234465881505,25.72560898605294,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
4,2021-09-06,19.606859945710116,22.666234465881505,25.72560898605294,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
11,2021-09-13,18.97684461309705,21.991298795833313,25.00575297856962,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
11,2021-09-13,18.97684461309705,21.991298795833313,25.00575297856962,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
11,2021-09-13,18.97684461309705,21.991298795833313,25.00575297856962,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
11,2021-09-13,18.97684461309705,21.991298795833313,25.00575297856962,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
11,2021-09-13,18.97684461309705,21.991298795833313,25.00575297856962,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
11,2021-09-13,18.97684461309705,21.991298795833313,25.00575297856962,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
11,2021-09-13,18.97684461309705,21.991298795833313,25.00575297856962,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
11,2021-09-13,18.97684461309705,21.991298795833313,25.00575297856962,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
11,2021-09-13,18.97684461309705,21.991298795833313,25.00575297856962,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
11,2021-09-13,18.97684461309705,21.991298795833313,25.00575297856962,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
11,2021-09-13,18.97684461309705,21.991298795833313,25.00575297856962,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
13,2021-09-15,18.810205043051518,21.800315528170497,24.790426013289526,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
18,2021-09-20,18.419035051768574,21.328032191258274,24.237029330748022,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
18,2021-09-20,18.419035051768574,21.328032191258274,24.237029330748022,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
18,2021-09-20,18.419035051768574,21.328032191258274,24.237029330748022,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
21,2021-09-23,18.20103162806208,21.045479390091394,23.88992715212075,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
21,2021-09-23,18.20103162806208,21.045479390091394,23.88992715212075,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
21,2021-09-23,18.20103162806208,21.045479390091394,23.88992715212075,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
21,2021-09-23,18.20103162806208,21.045479390091394,23.88992715212075,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
21,2021-09-23,18.20103162806208,21.045479390091394,23.88992715212075,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
21,2021-09-23,18.20103162806208,21.045479390091394,23.88992715212075,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
21,2021-09-23,18.20103162806208,21.045479390091394,23.88992715212075,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
21,2021-09-23,18.20103162806208,21.045479390091394,23.88992715212075,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
25,2021-09-27,17.928027828977022,20.66770523088385,23.407382632790696,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
25,2021-09-27,17.928027828977022,20.66770523088385,23.407382632790696,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
25,2021-09-27,17.928027828977022,20.66770523088385,23.407382632790696,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
28,2021-09-30,17.735721377911226,20.388273470619612,23.04082556332801,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
28,2021-09-30,17.735721377911226,20.388273470619612,23.04082556332801,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
28,2021-09-30,17.735721377911226,20.388273470619612,23.04082556332801,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
28,2021-09-30,17.735721377911226,20.388273470619612,23.04082556332801,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
28,2021-09-30,17.735721377911226,20.388273470619612,23.04082556332801,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
28,2021-09-30,17.735721377911226,20.388273470619612,23.04082556332801,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
29,2021-10-01,17.67781775269042,20.296938063392144,22.91605837409388,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
29,2021-10-01,17.67781775269042,20.296938063392144,22.91605837409388,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
29,2021-10-01,17.67781775269042,20.296938063392144,22.91605837409388,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
29,2021-10-01,17.67781775269042,20.296938063392144,22.91605837409388,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
29,2021-10-01,17.67781775269042,20.296938063392144,22.91605837409388,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
29,2021-10-01,17.67781775269042,20.296938063392144,22.91605837409388,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
29,2021-10-01,17.67781775269042,20.296938063392144,22.91605837409388,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
32,2021-10-04,17.532626900217075,20.02762063377833,22.522614367339596,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
32,2021-10-04,17.532626900217075,20.02762063377833,22.522614367339596,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
32,2021-10-04,17.532626900217075,20.02762063377833,22.522614367339596,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
34,2021-10-06,17.42773642570007,19.846086018833397,22.264435611966736,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
34,2021-10-06,17.42773642570007,19.846086018833397,22.264435611966736,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
34,2021-10-06,17.42773642570007,19.846086018833397,22.264435611966736,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
34,2021-10-06,17.42773642570007,19.846086018833397,22.264435611966736,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
34,2021-10-06,17.42773642570007,19.846086018833397,22.264435611966736,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
34,2021-10-06,17.42773642570007,19.846086018833397,22.264435611966736,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
34,2021-10-06,17.42773642570007,19.846086018833397,22.264435611966736,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
34,2021-10-06,17.42773642570007,19.846086018833397,22.264435611966736,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
39,2021-10-11,17.1916787347117,19.41729556076109,21.64291238681047,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
39,2021-10-11,17.1916787347117,19.41729556076109,21.64291238681047,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
39,2021-10-11,17.1916787347117,19.41729556076109,21.64291238681047,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
39,2021-10-11,17.1916787347117,19.41729556076109,21.64291238681047,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
39,2021-10-11,17.1916787347117,19.41729556076109,21.64291238681047,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
39,2021-10-11,17.1916787347117,19.41729556076109,21.64291238681047,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
39,2021-10-11,17.1916787347117,19.41729556076109,21.64291238681047,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
39,2021-10-11,17.1916787347117,19.41729556076109,21.64291238681047,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
39,2021-10-11,17.1916787347117,19.41729556076109,21.64291238681047,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
39,2021-10-11,17.1916787347117,19.41729556076109,21.64291238681047,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
39,2021-10-11,17.1916787347117,19.41729556076109,21.64291238681047,Marine Le Pen,Le Pen,M. Le Pen,Rassemblement national,EXDR,5020
